feature,gain_importance
tfidf:sprallgka,0.026022986
tfidf:man woman,0.020118197
tfidf:lelta,0.019068833
tfidf:men,0.018996881
tfidf:dda,0.01762734
tfidf:alaaz,0.017624157
tfidf:sit tabl,0.015009336
tfidf:aj,0.014851754
tfidf:hold,0.014698476
tfidf:peopl,0.01405077
tfidf:sit,0.013549149
tfidf:wear,0.012779061
tfidf:mask,0.012736137
tfidf:person,0.012331625
tfidf:aj da,0.012122039
tfidf:white shirt,0.011793719
tfidf:man,0.011717192
tfidf:suit,0.011688313
tfidf:caption man,0.011321646
tfidf:group,0.010714637
tfidf:caption men,0.010622305
tfidf:stand,0.010552954
tfidf:man white,0.010291571
tfidf:logo,0.010125531
tfidf:white,0.010025899
numeric:has_ocr_text,0.009422998
tfidf:background,0.009392388
tfidf:crowd peopl,0.00908456
tfidf:caption group,0.008544051
tfidf:woman hold,0.008130829
tfidf:lelta sprallgka,0.00804245
tfidf:flag ocr,0.007965335
tfidf:women,0.007897805
tfidf:woman,0.007789373
tfidf:da,0.007638213
tfidf:tabl,0.007632619
tfidf:sign,0.007556796
tfidf:person hold,0.007510248
tfidf:caption women,0.007473953
tfidf:man sit,0.007472975
tfidf:men ocr,0.007333204
tfidf:dress,0.007191883
numeric:similarity_score,0.007189287
tfidf:caption gold,0.007176509
tfidf:room,0.006995116
tfidf:caption peopl,0.006934781
tfidf:flag,0.006839503
tfidf:pictur,0.006820633
tfidf:chair,0.00674234
tfidf:hold sign,0.00649121
tfidf:sit chair,0.006441325
tfidf:new,0.006421057
tfidf:field,0.006362557
tfidf:day,0.006307814
tfidf:phone,0.006009262
tfidf:jacket,0.005953262
numeric:caption_length,0.00594258
tfidf:shirt,0.005884898
tfidf:organ,0.005864325
tfidf:sari,0.005863871
tfidf:tt,0.005838187
tfidf:wall,0.005743571
tfidf:shake,0.005705446
tfidf:background ocr,0.005603698
tfidf:desk,0.005584438
tfidf:caption woman,0.005569422
tfidf:microphon ocr,0.005449066
tfidf:glass,0.005363356
tfidf:man blue,0.00530615
tfidf:moon,0.005303083
tfidf:man stand,0.005273041
tfidf:india,0.005205742
tfidf:boy,0.005088719
numeric:ocr_length,0.005038837
tfidf:train,0.00494006
tfidf:uniform,0.004893899
tfidf:laptop,0.004850653
tfidf:look,0.004831611
tfidf:men sit,0.00482276
tfidf:tabl ocr,0.004802913
tfidf:red,0.004784186
tfidf:man beard,0.004758068
tfidf:girl,0.00475553
tfidf:shake hand,0.004741241
tfidf:food,0.004716159
tfidf:peopl sit,0.004679435
tfidf:group peopl,0.004657728
tfidf:group men,0.004599822
tfidf:peopl hold,0.004591066
tfidf:seen,0.004547278
tfidf:gold,0.004522321
tfidf:look laptop,0.004513924
tfidf:blue shirt,0.004507893
tfidf:bangladesh,0.00445732
tfidf:bang,0.004456943
tfidf:walk,0.004450746
tfidf:larg,0.004394733
tfidf:hospit,0.004385877
tfidf:paper,0.004314093
tfidf:street ocr,0.004272407
tfidf:dhaka,0.004267417
tfidf:man hold,0.004261362
tfidf:station,0.004242147
tfidf:blue,0.004211421
tfidf:black,0.004201921
tfidf:man suit,0.004200367
tfidf:team,0.004176873
tfidf:suit sit,0.00416891
tfidf:peopl ocr,0.004159761
tfidf:tie,0.004151978
tfidf:pose,0.004131817
tfidf:road,0.004120035
tfidf:bed,0.004116344
tfidf:meet,0.004084395
tfidf:green,0.004076262
tfidf:young,0.004055888
tfidf:shirt ocr,0.004009069
numeric:token_count,0.003985313
tfidf:hand,0.003974761
tfidf:glass ocr,0.003960633
tfidf:caption,0.00392461
tfidf:photo,0.003813112
tfidf:ea,0.003808606
tfidf:pile,0.003782112
tfidf:build,0.00376111
tfidf:scarf,0.003718231
tfidf:screen,0.003713824
tfidf:imag,0.003694642
tfidf:bag,0.003676477
tfidf:camera ocr,0.003642363
tfidf:tat,0.003621427
tfidf:stand podium,0.003573605
tfidf:microphon,0.003551964
tfidf:street,0.003547536
tfidf:work,0.003541338
tfidf:ocr,0.003476169
tfidf:suit tie,0.003463564
tfidf:cell,0.003454519
tfidf:speak,0.003405979
tfidf:hand ocr,0.003338553
tfidf:citi,0.003336225
tfidf:student,0.003301104
tfidf:banner,0.003165752
tfidf:caption hand,0.003097595
numeric:unique_token_ratio,0.003069449
tfidf:podium,0.003067134
tfidf:tie sit,0.0029654
tfidf:car ocr,0.002806593
tfidf:woman sit,0.002509696
tfidf:woman stand,0.002431596
tfidf:beard glass,0.002383258
tfidf:peopl stand,0.002376199
tfidf:tie stand,0.002247149
tfidf:man black,0.002185455
tfidf:caption person,0.001735273
tfidf:men stand,0.001391584
tfidf:sign ocr,0.001234519
tfidf:tie speak,0.000902253
tfidf:build ocr,0.000612815
tfidf:jacket ocr,0.0004655
tfidf:women sit,0.000314145
tfidf:men shake,0.000252873
tfidf:blue sky,0
tfidf:board,0
tfidf:boat,0
tfidf:boat ocr,0
tfidf:book,0
tfidf:book ocr,0
tfidf:bottl,0
tfidf:bowl,0
tfidf:box,0
tfidf:bridg,0
tfidf:broken,0
tfidf:btcl,0
tfidf:bull,0
tfidf:bunch,0
tfidf:bus,0
tfidf:busi,0
tfidf:camera,0
tfidf:candid,0
tfidf:cann,0
tfidf:cap,0
tfidf:caption anusha,0
tfidf:caption astronaut,0
tfidf:caption bang,0
tfidf:caption bangladesh,0
tfidf:caption bjp,0
tfidf:caption boy,0
tfidf:caption build,0
tfidf:caption bunch,0
tfidf:caption bus,0
tfidf:caption cast,0
tfidf:caption citi,0
tfidf:caption congress,0
tfidf:caption coupl,0
tfidf:caption crowd,0
tfidf:caption entranc,0
tfidf:caption famili,0
tfidf:caption flag,0
tfidf:caption girl,0
tfidf:caption googl,0
tfidf:caption indian,0
tfidf:caption larg,0
tfidf:caption logo,0
tfidf:caption meet,0
tfidf:caption minist,0
tfidf:caption new,0
tfidf:caption pakistan,0
tfidf:caption pictur,0
tfidf:caption pile,0
tfidf:caption polic,0
tfidf:caption poster,0
tfidf:caption presid,0
tfidf:caption prime,0
tfidf:caption ran,0
tfidf:caption road,0
tfidf:caption sign,0
tfidf:caption soccer,0
tfidf:caption student,0
tfidf:caption team,0
tfidf:caption train,0
tfidf:caption trump,0
tfidf:caption video,0
tfidf:caption white,0
tfidf:caption wooden,0
tfidf:caption yellow,0
tfidf:caption young,0
tfidf:car,0
tfidf:card,0
tfidf:carpet,0
tfidf:carpet ocr,0
tfidf:carri,0
tfidf:cast,0
tfidf:cat,0
tfidf:ce,0
tfidf:celebr,0
tfidf:celebr goal,0
tfidf:cell ocr,0
tfidf:cell phone,0
tfidf:center,0
tfidf:ceremoni,0
tfidf:certif,0
tfidf:certif ocr,0
tfidf:cf,0
tfidf:chair ocr,0
tfidf:chair talk,0
tfidf:chatgpt,0
tfidf:chef,0
tfidf:chicken,0
tfidf:chief,0
tfidf:child,0
tfidf:children,0
tfidf:children sit,0
tfidf:china,0
tfidf:ci,0
tfidf:citi corpor,0
tfidf:citi ocr,0
tfidf:citi street,0
tfidf:citizen,0
tfidf:cl,0
tfidf:classroom,0
tfidf:classroom ocr,0
tfidf:close,0
tfidf:cloth,0
tfidf:club,0
tfidf:coat,0
tfidf:col,0
tfidf:color,0
tfidf:commiss,0
tfidf:compani,0
tfidf:compani ocr,0
tfidf:composit,0
tfidf:composit imag,0
tfidf:comput,0
tfidf:comput ocr,0
tfidf:cone,0
